nid,id,name,organism,ncbi_taxonomy.name,description,resource_markdown
21043,ENSG00000204592,HLA-E,2,Homo sapiens,"major histocompatibility complex, class I, E [Source:HGNC Symbol;Acc:HGNC:4962]",
18616,ENSG00000182901,RGS7,2,Homo sapiens,regulator of G protein signaling 7 [Source:HGNC Symbol;Acc:HGNC:10003],
6696,ENSG00000103942,HOMER2,2,Homo sapiens,homer scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:17513],
13348,ENSG00000153130,SCOC,2,Homo sapiens,short coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:20335],
12991,ENSG00000149761,NUDT22,2,Homo sapiens,nudix hydrolase 22 [Source:HGNC Symbol;Acc:HGNC:28189],
8208,ENSG00000115226,FNDC4,2,Homo sapiens,fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20239],
5190,ENSG00000076321,KLHL20,2,Homo sapiens,kelch like family member 20 [Source:HGNC Symbol;Acc:HGNC:25056],
15472,ENSG00000166262,FAM227B,2,Homo sapiens,family with sequence similarity 227 member B [Source:HGNC Symbol;Acc:HGNC:26543],
13100,ENSG00000151150,ANK3,2,Homo sapiens,ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494],
11001,ENSG00000136247,ZDHHC4,2,Homo sapiens,zinc finger DHHC-type palmitoyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:18471],
23271,ENSG00000276293,PIP4K2B,2,Homo sapiens,phosphatidylinositol-5-phosphate 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:8998],
22436,ENSG00000242247,ARFGAP3,2,Homo sapiens,ADP ribosylation factor GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:661],
15517,ENSG00000166428,PLD4,2,Homo sapiens,phospholipase D family member 4 [Source:HGNC Symbol;Acc:HGNC:23792],
11625,ENSG00000139714,MORN3,2,Homo sapiens,MORN repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:29807],
14394,ENSG00000162241,SLC25A45,2,Homo sapiens,solute carrier family 25 member 45 [Source:HGNC Symbol;Acc:HGNC:27442],
11134,ENSG00000136938,ANP32B,2,Homo sapiens,acidic nuclear phosphoprotein 32 family member B [Source:HGNC Symbol;Acc:HGNC:16677],
6988,ENSG00000105649,RAB3A,2,Homo sapiens,"RAB3A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9777]",
7684,ENSG00000111231,GPN3,2,Homo sapiens,GPN-loop GTPase 3 [Source:HGNC Symbol;Acc:HGNC:30186],
1449,ENSG00000130821,SLC6A8,2,Homo sapiens,solute carrier family 6 member 8 [Source:HGNC Symbol;Acc:HGNC:11055],
22526,ENSG00000244187,TMEM141,2,Homo sapiens,transmembrane protein 141 [Source:HGNC Symbol;Acc:HGNC:28211],
18243,ENSG00000180626,ZNF594,2,Homo sapiens,zinc finger protein 594 [Source:HGNC Symbol;Acc:HGNC:29392],
7320,ENSG00000108100,CCNY,2,Homo sapiens,cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354],
6547,ENSG00000102854,MSLN,2,Homo sapiens,mesothelin [Source:HGNC Symbol;Acc:HGNC:7371],
19654,ENSG00000187905,LRRC74B,2,Homo sapiens,leucine rich repeat containing 74B [Source:HGNC Symbol;Acc:HGNC:34301],
20318,ENSG00000197324,LRP10,2,Homo sapiens,LDL receptor related protein 10 [Source:HGNC Symbol;Acc:HGNC:14553],
7606,ENSG00000110455,ACCS,2,Homo sapiens,1-aminocyclopropane-1-carboxylate synthase homolog (inactive) [Source:HGNC Symbol;Acc:HGNC:23989],
7370,ENSG00000108523,RNF167,2,Homo sapiens,ring finger protein 167 [Source:HGNC Symbol;Acc:HGNC:24544],
17794,ENSG00000177595,PIDD1,2,Homo sapiens,p53-induced death domain protein 1 [Source:HGNC Symbol;Acc:HGNC:16491],
15991,ENSG00000168393,DTYMK,2,Homo sapiens,deoxythymidylate kinase [Source:HGNC Symbol;Acc:HGNC:3061],
2658,ENSG00000169933,FRMPD4,2,Homo sapiens,FERM and PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29007],
18070,ENSG00000179363,TMEM31,2,Homo sapiens,transmembrane protein 31 [Source:HGNC Symbol;Acc:HGNC:28601],
3948,ENSG00000005302,MSL3,2,Homo sapiens,MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370],
931,ENSG00000110619,CARS1,2,Homo sapiens,cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493],
3125,ENSG00000187605,TET3,2,Homo sapiens,tet methylcytosine dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:28313],
13856,ENSG00000157837,SPPL3,2,Homo sapiens,signal peptide peptidase like 3 [Source:HGNC Symbol;Acc:HGNC:30424],
22423,ENSG00000241878,PISD,2,Homo sapiens,phosphatidylserine decarboxylase [Source:HGNC Symbol;Acc:HGNC:8999],
718,ENSG00000103742,IGDCC4,2,Homo sapiens,immunoglobulin superfamily DCC subclass member 4 [Source:HGNC Symbol;Acc:HGNC:13770],
1364,ENSG00000127831,VIL1,2,Homo sapiens,villin 1 [Source:HGNC Symbol;Acc:HGNC:12690],
16876,ENSG00000172320,OR5A1,2,Homo sapiens,olfactory receptor family 5 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8319],
3590,ENSG00000239754,CFB,2,Homo sapiens,complement factor B [Source:HGNC Symbol;Acc:HGNC:1037],
229,ENSG00000062822,POLD1,2,Homo sapiens,"DNA polymerase delta 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9175]",
3668,ENSG00000263761,GDF2,2,Homo sapiens,growth differentiation factor 2 [Source:HGNC Symbol;Acc:HGNC:4217],
19612,ENSG00000187733,AMY1C,2,Homo sapiens,amylase alpha 1C [Source:HGNC Symbol;Acc:HGNC:476],
788,ENSG00000105993,DNAJB6,2,Homo sapiens,DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888],
18277,ENSG00000180878,C11orf42,2,Homo sapiens,chromosome 11 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:28541],
11959,ENSG00000142185,TRPM2,2,Homo sapiens,transient receptor potential cation channel subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:12339],
22813,ENSG00000256806,C17orf100,2,Homo sapiens,chromosome 17 open reading frame 100 [Source:HGNC Symbol;Acc:HGNC:34494],
4016,ENSG00000006788,MYH13,2,Homo sapiens,myosin heavy chain 13 [Source:HGNC Symbol;Acc:HGNC:7571],
20638,ENSG00000198554,WDHD1,2,Homo sapiens,WD repeat and HMG-box DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23170],
9009,ENSG00000121775,TMEM39B,2,Homo sapiens,transmembrane protein 39B [Source:HGNC Symbol;Acc:HGNC:25510],
22155,ENSG00000231887,PRH1,2,Homo sapiens,proline rich protein HaeIII subfamily 1 [Source:HGNC Symbol;Acc:HGNC:9366],
20384,ENSG00000197587,DMBX1,2,Homo sapiens,diencephalon/mesencephalon homeobox 1 [Source:HGNC Symbol;Acc:HGNC:19026],
16832,ENSG00000172123,SLFN12,2,Homo sapiens,schlafen family member 12 [Source:HGNC Symbol;Acc:HGNC:25500],
6293,ENSG00000101166,PRELID3B,2,Homo sapiens,PRELI domain containing 3B [Source:HGNC Symbol;Acc:HGNC:15892],
21868,ENSG00000218305,CDC14C,2,Homo sapiens,cell division cycle 14C [Source:HGNC Symbol;Acc:HGNC:22427],
13029,ENSG00000150433,TMEM218,2,Homo sapiens,transmembrane protein 218 [Source:HGNC Symbol;Acc:HGNC:27344],
1912,ENSG00000144034,TPRKB,2,Homo sapiens,TP53RK binding protein [Source:HGNC Symbol;Acc:HGNC:24259],
18976,ENSG00000184635,ZNF93,2,Homo sapiens,zinc finger protein 93 [Source:HGNC Symbol;Acc:HGNC:13169],
2546,ENSG00000167447,SMG8,2,Homo sapiens,SMG8 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:25551],
2264,ENSG00000160282,FTCD,2,Homo sapiens,formimidoyltransferase cyclodeaminase [Source:HGNC Symbol;Acc:HGNC:3974],
14627,ENSG00000163206,SMCP,2,Homo sapiens,sperm mitochondria associated cysteine rich protein [Source:HGNC Symbol;Acc:HGNC:6962],
9636,ENSG00000126768,TIMM17B,2,Homo sapiens,translocase of inner mitochondrial membrane 17B [Source:HGNC Symbol;Acc:HGNC:17310],
17649,ENSG00000176749,CDK5R1,2,Homo sapiens,cyclin dependent kinase 5 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:1775],
18314,ENSG00000181036,FCRL6,2,Homo sapiens,Fc receptor like 6 [Source:HGNC Symbol;Acc:HGNC:31910],
15762,ENSG00000167523,SPATA33,2,Homo sapiens,spermatogenesis associated 33 [Source:HGNC Symbol;Acc:HGNC:26463],
1514,ENSG00000132716,DCAF8,2,Homo sapiens,DDB1 and CUL4 associated factor 8 [Source:HGNC Symbol;Acc:HGNC:24891],
4193,ENSG00000013523,ANGEL1,2,Homo sapiens,angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961],
20457,ENSG00000197885,NKIRAS1,2,Homo sapiens,NFKB inhibitor interacting Ras like 1 [Source:HGNC Symbol;Acc:HGNC:17899],
5396,ENSG00000081870,HSPB11,2,Homo sapiens,heat shock protein family B (small) member 11 [Source:HGNC Symbol;Acc:HGNC:25019],
4680,ENSG00000061455,PRDM6,2,Homo sapiens,PR/SET domain 6 [Source:HGNC Symbol;Acc:HGNC:9350],
3100,ENSG00000186687,LYRM7,2,Homo sapiens,LYR motif containing 7 [Source:HGNC Symbol;Acc:HGNC:28072],
1079,ENSG00000115657,ABCB6,2,Homo sapiens,ATP binding cassette subfamily B member 6 (Langereis blood group) [Source:HGNC Symbol;Acc:HGNC:47],
11461,ENSG00000138660,AP1AR,2,Homo sapiens,adaptor related protein complex 1 associated regulatory protein [Source:HGNC Symbol;Acc:HGNC:28808],
22703,ENSG00000254405,MSH5-SAPCD1,2,Homo sapiens,MSH5-SAPCD1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:41994],
4691,ENSG00000062194,GPBP1,2,Homo sapiens,GC-rich promoter binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29520],
10540,ENSG00000133687,TMTC1,2,Homo sapiens,transmembrane O-mannosyltransferase targeting cadherins 1 [Source:HGNC Symbol;Acc:HGNC:24099],
6450,ENSG00000102024,PLS3,2,Homo sapiens,plastin 3 [Source:HGNC Symbol;Acc:HGNC:9091],
14780,ENSG00000163684,RPP14,2,Homo sapiens,ribonuclease P/MRP subunit p14 [Source:HGNC Symbol;Acc:HGNC:30327],
3588,ENSG00000239474,KLHL41,2,Homo sapiens,kelch like family member 41 [Source:HGNC Symbol;Acc:HGNC:16905],
18147,ENSG00000179922,ZNF784,2,Homo sapiens,zinc finger protein 784 [Source:HGNC Symbol;Acc:HGNC:33111],
16162,ENSG00000169139,UBE2V2,2,Homo sapiens,ubiquitin conjugating enzyme E2 V2 [Source:HGNC Symbol;Acc:HGNC:12495],
1481,ENSG00000131653,TRAF7,2,Homo sapiens,TNF receptor associated factor 7 [Source:HGNC Symbol;Acc:HGNC:20456],
9,ENSG00000003393,ALS2,2,Homo sapiens,alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443],
14524,ENSG00000162772,ATF3,2,Homo sapiens,activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785],
3291,ENSG00000198712,MT-CO2,2,Homo sapiens,mitochondrially encoded cytochrome c oxidase II [Source:HGNC Symbol;Acc:HGNC:7421],
565,ENSG00000100297,MCM5,2,Homo sapiens,minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948],
5393,ENSG00000081818,PCDHB4,2,Homo sapiens,protocadherin beta 4 [Source:HGNC Symbol;Acc:HGNC:8689],
17195,ENSG00000173928,SWSAP1,2,Homo sapiens,SWIM-type zinc finger 7 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:26638],
21416,ENSG00000211707,TRBV7-1,2,Homo sapiens,T cell receptor beta variable 7-1 (non-functional) [Source:HGNC Symbol;Acc:HGNC:12235],
22835,ENSG00000257594,GALNT4,2,Homo sapiens,polypeptide N-acetylgalactosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:4126],
11433,ENSG00000138468,SENP7,2,Homo sapiens,SUMO specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:30402],
9586,ENSG00000126233,SLURP1,2,Homo sapiens,secreted LY6/PLAUR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18746],
553,ENSG00000100170,SLC5A1,2,Homo sapiens,solute carrier family 5 member 1 [Source:HGNC Symbol;Acc:HGNC:11036],
5890,ENSG00000095932,SMIM24,2,Homo sapiens,small integral membrane protein 24 [Source:HGNC Symbol;Acc:HGNC:37244],
16723,ENSG00000171631,P2RY6,2,Homo sapiens,pyrimidinergic receptor P2Y6 [Source:HGNC Symbol;Acc:HGNC:8543],
8578,ENSG00000117758,STX12,2,Homo sapiens,syntaxin 12 [Source:HGNC Symbol;Acc:HGNC:11430],
15022,ENSG00000164398,ACSL6,2,Homo sapiens,acyl-CoA synthetase long chain family member 6 [Source:HGNC Symbol;Acc:HGNC:16496],
1968,ENSG00000146938,NLGN4X,2,Homo sapiens,neuroligin 4 X-linked [Source:HGNC Symbol;Acc:HGNC:14287],
19931,ENSG00000189186,DCAF8L2,2,Homo sapiens,DDB1 and CUL4 associated factor 8 like 2 [Source:HGNC Symbol;Acc:HGNC:31811],
19470,ENSG00000186930,KRTAP6-2,2,Homo sapiens,keratin associated protein 6-2 [Source:HGNC Symbol;Acc:HGNC:18932],
13456,ENSG00000154165,GPR15,2,Homo sapiens,G protein-coupled receptor 15 [Source:HGNC Symbol;Acc:HGNC:4469],
6747,ENSG00000104371,DKK4,2,Homo sapiens,dickkopf WNT signaling pathway inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:2894],
9993,ENSG00000130165,ELOF1,2,Homo sapiens,elongation factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:28691],
19663,ENSG00000187955,COL14A1,2,Homo sapiens,collagen type XIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2191],
18983,ENSG00000184675,AMER1,2,Homo sapiens,APC membrane recruitment protein 1 [Source:HGNC Symbol;Acc:HGNC:26837],
18311,ENSG00000181029,TRAPPC5,2,Homo sapiens,trafficking protein particle complex 5 [Source:HGNC Symbol;Acc:HGNC:23067],
2510,ENSG00000166415,WDR72,2,Homo sapiens,WD repeat domain 72 [Source:HGNC Symbol;Acc:HGNC:26790],
7716,ENSG00000111404,RERGL,2,Homo sapiens,RERG like [Source:HGNC Symbol;Acc:HGNC:26213],
2641,ENSG00000169599,NFU1,2,Homo sapiens,NFU1 iron-sulfur cluster scaffold [Source:HGNC Symbol;Acc:HGNC:16287],
6540,ENSG00000102786,INTS6,2,Homo sapiens,integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879],
19854,ENSG00000188846,RPL14,2,Homo sapiens,ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:10305],
13920,ENSG00000158411,MITD1,2,Homo sapiens,microtubule interacting and trafficking domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25207],
16982,ENSG00000172794,RAB37,2,Homo sapiens,"RAB37, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30268]",
5885,ENSG00000095777,MYO3A,2,Homo sapiens,myosin IIIA [Source:HGNC Symbol;Acc:HGNC:7601],
4281,ENSG00000023318,ERP44,2,Homo sapiens,endoplasmic reticulum protein 44 [Source:HGNC Symbol;Acc:HGNC:18311],
8321,ENSG00000115875,SRSF7,2,Homo sapiens,serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789],
20522,ENSG00000198083,KRTAP9-9,2,Homo sapiens,keratin associated protein 9-9 [Source:HGNC Symbol;Acc:HGNC:16773],
16828,ENSG00000172086,KRCC1,2,Homo sapiens,lysine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28039],
2427,ENSG00000164588,HCN1,2,Homo sapiens,hyperpolarization activated cyclic nucleotide gated potassium channel 1 [Source:HGNC Symbol;Acc:HGNC:4845],
8187,ENSG00000115091,ACTR3,2,Homo sapiens,actin related protein 3 [Source:HGNC Symbol;Acc:HGNC:170],
7269,ENSG00000107731,UNC5B,2,Homo sapiens,unc-5 netrin receptor B [Source:HGNC Symbol;Acc:HGNC:12568],
10359,ENSG00000132471,WBP2,2,Homo sapiens,WW domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12738],
2901,ENSG00000178445,GLDC,2,Homo sapiens,glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313],
1326,ENSG00000125850,OVOL2,2,Homo sapiens,ovo like zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:15804],
11633,ENSG00000139746,RBM26,2,Homo sapiens,RNA binding motif protein 26 [Source:HGNC Symbol;Acc:HGNC:20327],
9591,ENSG00000126251,GPR42,2,Homo sapiens,G protein-coupled receptor 42 [Source:HGNC Symbol;Acc:HGNC:4500],
13994,ENSG00000158966,CACHD1,2,Homo sapiens,cache domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29314],
1060,ENSG00000115138,POMC,2,Homo sapiens,proopiomelanocortin [Source:HGNC Symbol;Acc:HGNC:9201],
12412,ENSG00000145214,DGKQ,2,Homo sapiens,diacylglycerol kinase theta [Source:HGNC Symbol;Acc:HGNC:2856],
10446,ENSG00000132950,ZMYM5,2,Homo sapiens,zinc finger MYM-type containing 5 [Source:HGNC Symbol;Acc:HGNC:13029],
14989,ENSG00000164291,ARSK,2,Homo sapiens,arylsulfatase family member K [Source:HGNC Symbol;Acc:HGNC:25239],
17931,ENSG00000178473,UCN3,2,Homo sapiens,urocortin 3 [Source:HGNC Symbol;Acc:HGNC:17781],
5107,ENSG00000074317,SNCB,2,Homo sapiens,synuclein beta [Source:HGNC Symbol;Acc:HGNC:11140],
17669,ENSG00000176894,PXMP2,2,Homo sapiens,peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716],
14452,ENSG00000162543,UBXN10,2,Homo sapiens,UBX domain protein 10 [Source:HGNC Symbol;Acc:HGNC:26354],
19464,ENSG00000186910,SERPINA11,2,Homo sapiens,serpin family A member 11 [Source:HGNC Symbol;Acc:HGNC:19193],
2868,ENSG00000177192,PUS1,2,Homo sapiens,pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:15508],
13472,ENSG00000154274,C4orf19,2,Homo sapiens,chromosome 4 open reading frame 19 [Source:HGNC Symbol;Acc:HGNC:25618],
3747,ENSG00000277263,HLA-DRA,2,Homo sapiens,"major histocompatibility complex, class II, DR alpha [Source:HGNC Symbol;Acc:HGNC:4947]",
2625,ENSG00000169174,PCSK9,2,Homo sapiens,proprotein convertase subtilisin/kexin type 9 [Source:HGNC Symbol;Acc:HGNC:20001],
10045,ENSG00000130433,CACNG6,2,Homo sapiens,calcium voltage-gated channel auxiliary subunit gamma 6 [Source:HGNC Symbol;Acc:HGNC:13625],
10382,ENSG00000132603,NIP7,2,Homo sapiens,nucleolar pre-rRNA processing protein NIP7 [Source:HGNC Symbol;Acc:HGNC:24328],
2886,ENSG00000177666,PNPLA2,2,Homo sapiens,patatin like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30802],
12068,ENSG00000143125,PROK1,2,Homo sapiens,prokineticin 1 [Source:HGNC Symbol;Acc:HGNC:18454],
17133,ENSG00000173585,CCR9,2,Homo sapiens,C-C motif chemokine receptor 9 [Source:HGNC Symbol;Acc:HGNC:1610],
14512,ENSG00000162738,VANGL2,2,Homo sapiens,VANGL planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:15511],
3444,ENSG00000221818,EBF2,2,Homo sapiens,EBF transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:19090],
18196,ENSG00000180269,GPR139,2,Homo sapiens,G protein-coupled receptor 139 [Source:HGNC Symbol;Acc:HGNC:19995],
2058,ENSG00000150768,DLAT,2,Homo sapiens,dihydrolipoamide S-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2896],
23039,ENSG00000268651,CTAG1A,2,Homo sapiens,cancer/testis antigen 1A [Source:HGNC Symbol;Acc:HGNC:24198],
20022,ENSG00000196231,OR2J2,2,Homo sapiens,olfactory receptor family 2 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:8260],
9815,ENSG00000128564,VGF,2,Homo sapiens,VGF nerve growth factor inducible [Source:HGNC Symbol;Acc:HGNC:12684],
20666,ENSG00000198668,CALM1,2,Homo sapiens,calmodulin 1 [Source:HGNC Symbol;Acc:HGNC:1442],
41,ENSG00000007062,PROM1,2,Homo sapiens,prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454],
10102,ENSG00000130734,ATG4D,2,Homo sapiens,autophagy related 4D cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20789],
10109,ENSG00000130762,ARHGEF16,2,Homo sapiens,Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515],
18780,ENSG00000183682,BMP8A,2,Homo sapiens,bone morphogenetic protein 8a [Source:HGNC Symbol;Acc:HGNC:21650],
22748,ENSG00000255192,NANOGP8,2,Homo sapiens,Nanog homeobox retrogene P8 [Source:HGNC Symbol;Acc:HGNC:23106],
19314,ENSG00000186174,BCL9L,2,Homo sapiens,BCL9 like [Source:HGNC Symbol;Acc:HGNC:23688],
17712,ENSG00000177105,RHOG,2,Homo sapiens,ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672],
8395,ENSG00000116459,ATP5PB,2,Homo sapiens,ATP synthase peripheral stalk-membrane subunit b [Source:HGNC Symbol;Acc:HGNC:840],
21169,ENSG00000205307,SAP25,2,Homo sapiens,Sin3A associated protein 25 [Source:HGNC Symbol;Acc:HGNC:41908],
6783,ENSG00000104691,UBXN8,2,Homo sapiens,UBX domain protein 8 [Source:HGNC Symbol;Acc:HGNC:30307],
10742,ENSG00000134917,ADAMTS8,2,Homo sapiens,ADAM metallopeptidase with thrombospondin type 1 motif 8 [Source:HGNC Symbol;Acc:HGNC:224],
3027,ENSG00000184216,IRAK1,2,Homo sapiens,interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112],
3329,ENSG00000203883,SOX18,2,Homo sapiens,SRY-box transcription factor 18 [Source:HGNC Symbol;Acc:HGNC:11194],
1881,ENSG00000143437,ARNT,2,Homo sapiens,aryl hydrocarbon receptor nuclear translocator [Source:HGNC Symbol;Acc:HGNC:700],
1621,ENSG00000135925,WNT10A,2,Homo sapiens,Wnt family member 10A [Source:HGNC Symbol;Acc:HGNC:13829],
5694,ENSG00000089723,OTUB2,2,Homo sapiens,"OTU deubiquitinase, ubiquitin aldehyde binding 2 [Source:HGNC Symbol;Acc:HGNC:20351]",
15208,ENSG00000165156,ZHX1,2,Homo sapiens,zinc fingers and homeoboxes 1 [Source:HGNC Symbol;Acc:HGNC:12871],
20474,ENSG00000197933,ZNF823,2,Homo sapiens,zinc finger protein 823 [Source:HGNC Symbol;Acc:HGNC:30936],
15560,ENSG00000166579,NDEL1,2,Homo sapiens,nudE neurodevelopment protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:17620],
18716,ENSG00000183379,SYNDIG1L,2,Homo sapiens,synapse differentiation inducing 1 like [Source:HGNC Symbol;Acc:HGNC:32388],
2083,ENSG00000151779,NBAS,2,Homo sapiens,NBAS subunit of NRZ tethering complex [Source:HGNC Symbol;Acc:HGNC:15625],
11608,ENSG00000139626,ITGB7,2,Homo sapiens,integrin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:6162],
12275,ENSG00000144134,RABL2A,2,Homo sapiens,"RAB, member of RAS oncogene family like 2A [Source:HGNC Symbol;Acc:HGNC:9799]",
9643,ENSG00000126790,L3HYPDH,2,Homo sapiens,trans-L-3-hydroxyproline dehydratase [Source:HGNC Symbol;Acc:HGNC:20488],
17668,ENSG00000176893,OR51G2,2,Homo sapiens,olfactory receptor family 51 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:15198],
5200,ENSG00000076650,GPATCH1,2,Homo sapiens,G-patch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24658],
628,ENSG00000101347,SAMHD1,2,Homo sapiens,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:15925],
8706,ENSG00000119326,CTNNAL1,2,Homo sapiens,catenin alpha like 1 [Source:HGNC Symbol;Acc:HGNC:2512],
1860,ENSG00000142731,PLK4,2,Homo sapiens,polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397],
422,ENSG00000083937,CHMP2B,2,Homo sapiens,charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:HGNC:24537],
18590,ENSG00000182771,GRID1,2,Homo sapiens,glutamate ionotropic receptor delta type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4575],
8962,ENSG00000121297,TSHZ3,2,Homo sapiens,teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:30700],
10233,ENSG00000131507,NDFIP1,2,Homo sapiens,Nedd4 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17592],
3268,ENSG00000198276,UCKL1,2,Homo sapiens,uridine-cytidine kinase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:15938],
17148,ENSG00000173660,UQCRH,2,Homo sapiens,ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:HGNC:12590],
21653,ENSG00000213593,TMX2,2,Homo sapiens,thioredoxin related transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30739],
21294,ENSG00000206260,PRR23A,2,Homo sapiens,proline rich 23A [Source:HGNC Symbol;Acc:HGNC:37172],
4793,ENSG00000065621,GSTO2,2,Homo sapiens,glutathione S-transferase omega 2 [Source:HGNC Symbol;Acc:HGNC:23064],
3581,ENSG00000237123,CDSN,2,Homo sapiens,corneodesmosin [Source:HGNC Symbol;Acc:HGNC:1802],
5427,ENSG00000082898,XPO1,2,Homo sapiens,exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825],
11549,ENSG00000139218,SCAF11,2,Homo sapiens,SR-related CTD associated factor 11 [Source:HGNC Symbol;Acc:HGNC:10784],
